2050971	None
1172985	4
1172985	2
1172985	1
1172985	3
390845	None
64280	None
64303	None
64290	None
38837	None
64295	None
64305	None
31658	None
631267	None
390844	None
12637	None
985683	None
64296	None
64283	None
64307	None
1125677	None
59563	None
64291	None
11072	None
64309	None
64299	None
64310	None
218849	None
64311	None
44024	None
33743	None
11085	None
11086	None
35279	None
1708574	None
64300	None
64312	None
11079	None
486494	None
64292	None
1244565	None
12542	None
1302179	None
1566298	None
1708654	None
64894	None
11083	None
643132	None
64285	None
64288	None
64284	None
11080	None
40012	None
44026	None
64317	None
1691889	None
64318	None
577122	None
161675	None
64293	None
11084	None
64297	None
64286	None
164416	None
11082	None
64319	None
11089	None
64294	None
64320	None
1325446	None
1633878	None
1281455	None
2008761	None
2008762	None
2008763	None
2008765	None
2008766	None
2008767	None
2008768	None
2008769	None
2008770	None
2008771	None
2008772	None
2008773	None
2202225	None
39113	None
1281454	None
1746066	None
1562065	None
1307800	None
1307801	None
1985356	None
1985357	None
1985358	None
1985359	None
1985360	None
1985361	None
1985362	None
1985364	None
1321391	None
1914447	None
2014960	None
1562066	None
2170080	None
2170081	None
2170082	None
2170083	None
2170084	None
2170085	None
2170086	None
2170087	None
2170088	None
2170090	None
