salmon_aquaparamyxovirus	381543	None	NC_025360
avian_avulavirus_1	11176	None	NC_039223
avian_avulavirus_10	875624	None	NC_025349
avian_avulavirus_11	1204252	None	NC_025407
avian_avulavirus_12	1305716	None	NC_025363
avian_avulavirus_13	2049884	None	NC_030231
avian_avulavirus_14	2169715	None	NC_039015
avian_avulavirus_15	2169716	None	NC_034968
avian_avulavirus_16	2169717	None	NC_039016
avian_avulavirus_2	35302	None	NC_039230
avian_avulavirus_20	2067666	None	NC_040796
avian_avulavirus_3	207246	None	NC_025373
avian_avulavirus_5	740710	None	NC_025361
avian_avulavirus_6	157619	None	NC_039194
avian_avulavirus_7	622416	None	NC_025347
avian_avulavirus_8	623144	None	NC_039195
avian_avulavirus_9	580247	None	NC_025390
goose_paramyxovirus_sf02	204987	None	NC_005036
reptilian_ferlavirus	122203	None	NC_005084
cedar_henipavirus	1979179	None	NC_025351
ghanaian_bat_henipavirus	1979178	None	NC_025256
hendra_henipavirus	63330	None	NC_001906
mojiang_henipavirus	1979176	None	NC_025352
nipah_henipavirus	121791	None	NC_002728
beilong_jeilongvirus	2560345	None	NC_007803
jun_jeilongvirus	2560536	None	NC_007454
lophuromys_jeilongvirus_1	2560563	None	NC_043539
lophuromys_jeilongvirus_2	2560564	None	NC_043540
tailam_jeilongvirus	2560797	None	NC_025355
canine_morbillivirus	11232	None	NC_001921
cetacean_morbillivirus	36410	None	NC_005283
feline_morbillivirus	1170234	None	NC_039196
measles_morbillivirus	11234	None	NC_001498
phocine_morbillivirus	11240	None	NC_028249
rinderpest_morbillivirus	11241	None	NC_006296
small_ruminant_morbillivirus	31604	None	NC_006383
mossman_narmovirus	2560600	None	NC_005339
nariva_narmovirus	2560613	None	NC_017937
tupaia_narmovirus	2560827	None	NC_002199
avian_orthoavulavirus_17	2560323	None	NC_039017
avian_orthoavulavirus_18	2560324	None	NC_039018
avian_orthoavulavirus_19	2560325	None	NC_039019
avian_paraavulavirus_4	2560328	None	NC_019531
achimota_pararubulavirus_1	2560259	None	NC_025403
achimota_pararubulavirus_2	2560260	None	NC_025404
menangle_pararubulavirus	2560586	None	NC_039197
sosuga_pararubulavirus	2560773	None	NC_025343
teviot_pararubulavirus	2560803	None	NC_039198
tioman_pararubulavirus	2560808	None	NC_004074
tuhoko_pararubulavirus_1	2560824	None	NC_025410
tuhoko_pararubulavirus_2	2560825	None	NC_025348
tuhoko_pararubulavirus_3	2560826	None	NC_025350
bovine_respirovirus_3	11215	None	NC_002161,NC_028362
human_respirovirus_1	12730	None	NC_003461
human_respirovirus_3	11216	None	NC_038270,NC_001796
murine_respirovirus	11191	None	NC_001552
porcine_respirovirus_1	1357321	None	NC_025402
bat_mumps_rubulavirus	1979159	None	NC_038271
human_rubulavirus_2	1979160	None	NC_003443
human_rubulavirus_4	1979161	None	NC_021928
mammalian_rubulavirus_5	1979162	None	NC_006430
mapuera_rubulavirus	1979163	None	NC_009489
mumps_rubulavirus	1979165	None	NC_002200
porcine_rubulavirus	53179	None	NC_009640
simian_rubulavirus	1979166	None	NC_006428
salem_salemvirus	2560718	None	NC_025386
